dates,campaign_name,creative_name,total_spent,impressions,clicks,click_through_rate,leads,platform,adset_name,cost_per_lead,conversion_rate
4/7/2024,USP Study Abroad_Generic_240224,USP_RG_VideoAd5,160.91,892,4,0.44843049,1.0,Facebook,All India focusing on Uni Ad Set_060324,160.91,25.0
3/10/2024,USP Study Abroad_Generic_240224,#6 ( Graphic ) - Master's Degree In 12 Months,2453.41,9003,48,0.53315561,8.0,Facebook,KA&TN Generic Leads Ad Set_240224,306.67625,16.666666666666664
3/10/2024,USP Study Abroad_Generic_240224,#8 ( Graphic ) - Study In The USA,1365.83,1433,9,0.62805304,2.0,Facebook,All India Generic Leads Ad Set_240224,682.915,22.22222222222222
3/10/2024,USP Study Abroad_Generic_240224,#6 ( Graphic ) - Master's Degree In 12 Months,2102.99,5505,31,0.56312443,2.0,Facebook,All India Generic Leads Ad Set_240224,1051.495,6.451612903225806
4/4/2024,US_Pathway_2_Lead_gen_1_091123,USP_Program_Linkedin_Static_C28_CWRU_3YWP,298.3,1511,6,0.40%,1.0,LinkedIn,Not Defined,298.3,16.666666666666664
4/7/2024,USP Study Abroad_Generic_240224,USP_kavita&steffi_VideoAd6,1876.95,10824,121,1.11788618,7.0,Facebook,All India focusing on Uni Ad Set_060324,268.1357142857143,5.785123966942149
11/12/2023,USP Masterclass Cold [ 31st Oct ] - More Volume - No Logic,#2 ( Graphic ) - State University Of New York,481.23,2274,11,0.48372911,3.0,Facebook,Entrance Exam [ 31st Oct ],160.41,27.27272727272727
1/25/2024,US_Pathway_2_Lead_gen_2_091123,USP_Program_Linkedin_Static_C25_Tulane-19L,572.76,1929,10,0.52%,1.0,LinkedIn,Not Defined,572.76,10.0
11/19/2023,USP Masterclass Cold [ 31st Oct ] - More Volume - No Logic,#2 ( Graphic ) - State University Of New York,340.03,1068,4,0.37453184,1.0,Facebook,Entrance Exam [ 31st Oct ],340.03,25.0
3/10/2024,USP Study Abroad_Generic_240224,#6 ( Graphic ) - Master's Degree In 12 Months,3014.09,8756,39,0.44540886,2.0,Facebook,AP&TS Generic Leads Ad Set_240224,1507.045,5.128205128205128
3/10/2024,USP_MS + Coop Campaign_240224,USP_RIT_1_Getpaid,8262.32,32092,203,0.6325564,9.0,Facebook,MS + Coop All India Ad set - 240224,918.0355555555556,4.433497536945813
12/3/2023,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#8 ( Graphic ) - Study In The USA,80.28,267,8,2.99625468,1.0,Facebook,Open Targeting - Advantage+ audience [ 23rd Nov ],80.28,12.5
4/13/2024,USP_Webinar_070324,USP_RG_webinar_V4_Namita,6184.12,37428,133,0.35534894,10.0,Facebook,All India Study abroad Interest 070324,618.412,7.518796992481203
3/10/2024,USP Study Abroad_Generic_240224,#6 ( Graphic ) - Master's Degree In 12 Months,913.07,2106,15,0.71225071,1.0,Facebook,All India focusing on Uni Ad Set_060324,913.07,6.666666666666667
3/10/2024,USP Study Abroad_Generic_240224,USP_kavita&steffi_VideoAd6,2740.09,11104,91,0.8195245,3.0,Facebook,All India focusing on Uni Ad Set_060324,913.3633333333333,3.296703296703297
12/15/2023,CBO - USP Masterclass Cold [ 15th Dec ] - Higher Intent - No Logic - India  new link,#8 ( Graphic ) - Study In The USA,9.61,17,2,11.76470588,1.0,Facebook,Focusing On University [ 7th Dec ],9.61,50.0
3/10/2024,USP_Webinar_070324,USP_RG_webinar_V2,1640.75,9635,49,0.50856253,7.0,Facebook,All India Study abroad Interest 070324,234.39285714285714,14.285714285714285
3/5/2024,USP Study Abroad_Generic_240224,#6 ( Graphic ) - Master's Degree In 12 Months,310.44,725,9,1.24137931,1.0,Facebook,All India Counselling Look-a-like_290224,310.44,11.11111111111111
11/18/2023,USP Masterclass Cold [ 31st Oct ] - More Volume - No Logic,#2 ( Graphic ) - State University Of New York,421.24,1267,7,0.55248619,3.0,Facebook,Entrance Exam [ 31st Oct ],140.41333333333333,42.857142857142854
4/9/2024,USP Study Abroad_Generic_240224,USP_kavita&steffi_VideoAd6,2395.99,12518,135,1.07844704,11.0,Facebook,All India focusing on Uni Ad Set_060324,217.8172727272727,8.148148148148149
3/10/2024,USP Study Abroad_Generic_240224,USP_RG_VideoAd5,339.7,1029,10,0.9718173,1.0,Facebook,Top 4 states focusing on Uni Ad Set_060324,339.7,10.0
3/10/2024,USP Study Abroad_Generic_240224,#6 ( Graphic ) - Master's Degree In 12 Months,1750.95,4531,19,0.41933348,1.0,Facebook,Top 4 states focusing on Uni Ad Set_060324,1750.95,5.263157894736842
3/10/2024,USP_Marketing+MBA_New Leads Campaign_240224,USP_kavita&steffi_VideoAd6,9209.29,70368,421,0.59828331,6.0,Facebook,Marketing+MBA All India - 240224,1534.881666666667,1.4251781472684086
3/10/2024,USP Study Abroad_Generic_240224,USP_shreya_VideoAd7,121.65,266,8,3.0075188,1.0,Facebook,KA&TN Generic Leads Ad Set_240224,121.65,12.5
3/10/2024,USP Study Abroad_Generic_240224,USP_kavita&steffi_VideoAd6,7083.01,43248,257,0.59424713,4.0,Facebook,All India Generic Leads Ad Set_240224,1770.7525,1.556420233463035
3/10/2024,USP_MS + Coop Campaign_240224,USP_kavita&steffi_VideoAd6,1096.87,9439,56,0.59328319,6.0,Facebook,MS + Coop AP&TS Ad set - 240224,182.81166666666664,10.714285714285714
3/10/2024,USP_Marketing+MBA_New Leads Campaign_240224,USP_kavita&steffi_VideoAd6,5436.46,45130,206,0.45645912,9.0,Facebook,Marketing+MBA AP&TS - 240224,604.0511111111111,4.368932038834951
11/11/2023,USP Masterclass Cold [ 31st Oct ] - More Volume - No Logic,#1 ( Graphic ) - Want To Build Your Career In The US?,68.6,283,4,1.41342756,1.0,Facebook,Entrance Exam [ 31st Oct ],68.6,25.0
3/10/2024,USP_Marketing+MBA_New Leads Campaign_240224,USP_kavita&steffi_VideoAd6,5237.71,38596,195,0.5052337,14.0,Facebook,Marketing+MBA KA&TN - 240224,374.1221428571429,7.179487179487179
3/10/2024,USP_MS + Coop Campaign_240224,USP_kavita&steffi_VideoAd6,1306.65,8505,49,0.57613169,3.0,Facebook,MS + Coop KA&TN Ad set - 240224,435.55,6.122448979591836
3/9/2024,USP_MS + Coop Campaign_240224,USP_shreya_VideoAd7,267.84,371,6,1.61725067,1.0,Facebook,MS + Coop All India Ad set - 240224,267.84,16.666666666666664
3/9/2024,USP_MS + Coop Campaign_240224,USP_kavita&steffi_VideoAd6,911.55,7581,32,0.4221079,3.0,Facebook,MS + Coop AP&TS Ad set - 240224,303.84999999999997,9.375
3/9/2024,USP Study Abroad_Generic_240224,USP_kavita&steffi_VideoAd6,3364.12,16464,99,0.60131195,2.0,Facebook,AP&TS Generic Leads Ad Set_240224,1682.06,2.0202020202020203
3/9/2024,USP Study Abroad_Generic_240224,USP_kavita&steffi_VideoAd6,1377.22,6568,71,1.08099878,5.0,Facebook,All India Counselling Look-a-like_290224,275.444,7.042253521126761
3/9/2024,USP Study Abroad_Generic_240224,USP_kavita&steffi_VideoAd6,3056.03,12408,85,0.68504191,2.0,Facebook,All India Generic Leads Ad Set_240224,1528.015,2.3529411764705883
3/9/2024,USP_Marketing+MBA_New Leads Campaign_240224,USP_kavita&steffi_VideoAd6,5920.2,42423,156,0.36772505,4.0,Facebook,Marketing+MBA AP&TS - 240224,1480.05,2.564102564102564
3/9/2024,USP_Webinar_070324,USP_RG_webinar_V1,1676.37,4015,29,0.72229141,3.0,Facebook,All India Study abroad Interest 070324,558.79,10.344827586206897
11/29/2023,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,#6 ( Graphic ) - Master's Degree In 12 Months,3380.12,11704,253,2.16165414,8.0,Facebook,Open Targeting - Advantage+ audience [ 31st Oct ],422.515,3.1620553359683794
4/2/2024,USP_Marketing+MBA_New Leads Campaign_240224,USP_kavita&steffi_VideoAd6,5095.54,37131,135,0.3635776,10.0,Facebook,Marketing+MBA KA&TN - 240224,509.554,7.4074074074074066
3/9/2024,USP Study Abroad_Generic_240224,#6 ( Graphic ) - Master's Degree In 12 Months,2284.45,6283,35,0.55705873,3.0,Facebook,Top 4 states focusing on Uni Ad Set_060324,761.4833333333332,8.571428571428571
3/9/2024,USP Study Abroad_Generic_240224,USP_kavita&steffi_VideoAd6,987.55,2426,29,1.19538335,2.0,Facebook,Top 4 states focusing on Uni Ad Set_060324,493.775,6.896551724137931
3/9/2024,USP_Webinar_070324,USP_RG_webinar_V2,1183.98,7822,41,0.52416262,5.0,Facebook,All India Study abroad Interest 070324,236.796,12.195121951219512
3/9/2024,USP_Marketing+MBA_New Leads Campaign_240224,USP_kavita&steffi_VideoAd6,7157.16,35373,260,0.73502389,3.0,Facebook,Marketing+MBA All India - 240224,2385.72,1.153846153846154
11/27/2023,USP Masterclass Cold [ 31st Oct ] - More Volume - No Logic,#6 ( Graphic ) - Master's Degree In 12 Months,1336.7,9519,52,0.54627587,6.0,Facebook,Entrance Exam [ 31st Oct ],222.78333333333333,11.538461538461538
3/31/2024,USP Study Abroad_Generic_240224,#6 ( Graphic ) - Master's Degree In 12 Months,1650.82,8009,30,0.3745786,4.0,Facebook,All India focusing on Uni Ad Set_060324,412.705,13.333333333333334
4/4/2024,US_Pathway_2_Lead_gen_4_220324,USP_Program_Linkedin_Static_C13_Notepad,169.99,515,3,0.58%,1.0,LinkedIn,Not Defined,169.99,33.33333333333333
12/4/2023,USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic - India,#5 ( Graphic ) - Get Master's Degree in Just 12 Months,13.76,31,4,12.90322581,1.0,Facebook,Focusing On University [ 23rd Nov ],13.76,25.0
12/31/2023,USP_Video_More_Volume_No Logic_India_New Link,USP_Influencer_videoAd2,224.1,489,8,1.63599182,1.0,Facebook,Entrance Exam,224.1,12.5
1/11/2024,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India  New Link,#6 ( Graphic ) - Master's Degree In 12 Months,771.8,8185,37,0.45204643,2.0,Facebook,Related To Study In US [ 23rd Nov ],385.9,5.405405405405405
4/16/2024,USP Study Abroad_Generic_240224,USP_kavita&steffi_VideoAd6,565.97,3542,52,1.46809712,2.0,Facebook,All India focusing on Uni Ad Set_060324,282.985,3.8461538461538463
11/26/2023,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,#6 ( Graphic ) - Master's Degree In 12 Months,3387.24,9376,273,2.91168942,8.0,Facebook,Open Targeting - Advantage+ audience [ 31st Oct ],423.405,2.93040293040293
1/7/2024,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#6 ( Graphic ) - Master's Degree In 12 Months,472.01,1882,38,2.01912859,7.0,Facebook,Open Targeting - Advantage+ audience [ 23rd Nov ],67.42999999999999,18.421052631578945
3/4/2024,USP Study Abroad_Generic_240224,USP_shreya&steffi_VideoAd8,326.38,1060,8,0.75471698,1.0,Facebook,AP&TS Generic Leads Ad Set_240224,326.38,12.5
4/2/2024,USP_Marketing+MBA_New Leads Campaign_240224,USP_kavita&steffi_VideoAd6,2746.11,22478,100,0.44487944,2.0,Facebook,Marketing+MBA AP&TS - 240224,1373.055,2.0
4/9/2024,USP Study Abroad_Generic_240224,#8 ( Graphic ) - Study In The USA,865.49,3686,35,0.9495388,6.0,Facebook,All India focusing on Uni Ad Set_060324,144.24833333333333,17.142857142857142
4/9/2024,USP_MS + Coop Campaign_240224,USP_Drexel_EWYL_new,141.19,368,4,1.08695652,2.0,Facebook,MS + Coop KA&TN Ad set - 240224,70.595,50.0
4/12/2024,USP_Webinar2_270324,USP_Webinar_SaturdayPlan_1,657.2,2538,9,0.35460993,2.0,Facebook,All India Webinar_270324,328.6,22.22222222222222
2/4/2024,USP_Video_More_Volume_No Logic_India_New Link,USP_Influencer_videoAd2,1023.99,4130,46,1.11380145,4.0,Facebook,Focusing On University,255.9975,8.695652173913043
11/30/2023,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#6 ( Graphic ) - Master's Degree In 12 Months,423.08,3447,19,0.55120395,1.0,Facebook,Entrance Exam [ 31st Oct ],423.08,5.263157894736842
3/17/2024,USP_Webinar_070324,USP_RG_webinar_V2,3484.97,19563,53,0.27091959,3.0,Facebook,All India Study abroad Interest 070324,1161.6566666666665,5.660377358490567
3/27/2024,USP_MS + Coop Campaign_240224,USP_Drexel_1_EWYL,2514.97,1013,20,1.97433366,12.0,Facebook,MS + Coop All India Ad set - 240224,209.58083333333332,60.0
11/29/2023,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,#6 ( Graphic ) - Master's Degree In 12 Months,876.13,4803,31,0.64542994,1.0,Facebook,Entrance Exam [ 31st Oct ],876.13,3.225806451612903
4/2/2024,USP_Marketing+MBA_New Leads Campaign_240224,USP_kavita&steffi_VideoAd6,8160.99,128516,607,0.47231473,20.0,Facebook,Marketing+MBA All India - 240224,408.04949999999997,3.2948929159802307
4/9/2024,USP_Marketing+MBA_New Leads Campaign_240224,USP_Generic-MBA_3,1257.19,8719,46,0.52758344,2.0,Facebook,Marketing+MBA AP&TS - 240224,628.595,4.3478260869565215
3/23/2024,USP Study Abroad_Generic_240224,USP_kavita&steffi_VideoAd6,1763.94,11613,32,0.27555326,2.0,Facebook,AP&TS Generic Leads Ad Set_240224,881.97,6.25
4/14/2024,USP Study Abroad_Generic_240224,USP_S13_Akron,117.24,108,2,1.85185185,1.0,Facebook,All India Generic Leads Ad Set_240224,117.24,50.0
4/2/2024,USP Study Abroad_Generic_240224,#6 ( Graphic ) - Master's Degree In 12 Months,2784.22,13611,67,0.49224892,7.0,Facebook,All India focusing on Uni Ad Set_060324,397.74571428571426,10.44776119402985
4/2/2024,USP Study Abroad_Generic_240224,#8 ( Graphic ) - Study In The USA,1043.18,3648,25,0.68530702,4.0,Facebook,All India focusing on Uni Ad Set_060324,260.795,16.0
3/22/2024,USP_Marketing+MBA_New Leads Campaign_240224,USP_kavita&steffi_VideoAd6,6263.72,38782,118,0.30426487,2.0,Facebook,Marketing+MBA KA&TN - 240224,3131.86,1.694915254237288
11/24/2023,USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic - India,#7 ( Graphic ) - Get A Free Pass,65.7,453,3,0.66225166,1.0,Facebook,Related To Study In US [ 23rd Nov ],65.7,33.33333333333333
2/27/2024,USP Study Abroad_Generic_240224,USP_RG_VideoAd5,405.97,1606,11,0.68493151,1.0,Facebook,AP&TS Generic Leads Ad Set_240224,405.97,9.090909090909092
11/19/2023,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#4 ( Graphic ) - How To Get Admmission In Your Dream Universities In US,31.44,74,3,4.05405405,1.0,Facebook,Focusing On University [ 4th Nov ],31.44,33.33333333333333
11/13/2023,USP Masterclass Cold [ 31st Oct ] - More Volume - No Logic,#2 ( Graphic ) - State University Of New York,443.29,1091,6,0.54995417,2.0,Facebook,Focusing On University [ 4th Nov ],221.645,33.33333333333333
3/20/2024,USP_Webinar_070324,USP_RG_webinar_V4_Namita,318.85,1135,8,0.70484581,1.0,Facebook,All India Look-a-like of form fillers 180324,318.85,12.5
4/14/2024,USP Study Abroad_Generic_240224,USP_S14_Akron_13L,1133.81,160,16,10,4.0,Facebook,All India Generic Leads Ad Set_240224,283.4525,25.0
4/2/2024,USP Study Abroad_Generic_240224,USP_kavita&steffi_VideoAd6,2102.08,16014,110,0.68689896,4.0,Facebook,All India focusing on Uni Ad Set_060324,525.52,3.6363636363636362
11/26/2023,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#6 ( Graphic ) - Master's Degree In 12 Months,812.3,3467,25,0.72108451,3.0,Facebook,Focusing On University [ 4th Nov ],270.76666666666665,12.0
11/25/2023,USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic - India,#6 ( Graphic ) - Master's Degree In 12 Months,1802.19,6543,144,2.20082531,2.0,Facebook,Open Targeting - Advantage+ audience [ 23rd Nov ],901.095,1.3888888888888888
3/18/2024,USP Study Abroad_Generic_240224,#8 ( Graphic ) - Study In The USA,632.98,2069,6,0.28999517,1.0,Facebook,KA&TN Generic Leads Ad Set_240224,632.98,16.666666666666664
11/22/2023,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#2 ( Graphic ) - State University Of New York,97.65,94,2,2.12765957,1.0,Facebook,Related To Study In US [ 31st Oct ],97.65,50.0
11/21/2023,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#2 ( Graphic ) - State University Of New York,485.16,934,28,2.99785867,2.0,Facebook,Open Targeting - Advantage+ audience [ 31st Oct ],242.58,7.142857142857142
3/18/2024,USP_MS + Coop Campaign_240224,USP_RIT_2_EWYL_INR,6599.6,8629,86,0.99663924,7.0,Facebook,MS + Coop KA&TN Ad set - 240224,942.8000000000001,8.13953488372093
4/13/2024,USP_Webinar_070324,USP_Webinar_MSunder12Months,3915.48,15708,49,0.31194296,7.0,Facebook,All India Look-a-like of form fillers 180324,559.3542857142858,14.285714285714285
12/16/2023,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#5 ( Graphic ) - Get Master's Degree in Just 12 Months,814.33,1698,18,1.06007067,3.0,Facebook,Open Targeting - Advantage+ audience [ 31st Oct ],271.4433333333333,16.666666666666664
11/6/2023,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#2 ( Graphic ) - State University Of New York,319.99,935,11,1.17647059,1.0,Facebook,Entrance Exam [ 31st Oct ],319.99,9.090909090909092
4/7/2024,USP Study Abroad_Generic_240224,#8 ( Graphic ) - Study In The USA,810.55,4333,27,0.62312486,1.0,Facebook,All India focusing on Uni Ad Set_060324,810.55,3.7037037037037033
3/16/2024,USP_MS + Coop Campaign_240224,USP_kavita&steffi_VideoAd6,390.96,2527,16,0.63316185,1.0,Facebook,MS + Coop AP&TS Ad set - 240224,390.96,6.25
3/13/2024,USP Study Abroad_Generic_240224,USP_S3_never-been-easier,200.58,244,2,0.81967213,1.0,Facebook,KA&TN Generic Leads Ad Set_240224,200.58,50.0
11/25/2023,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#6 ( Graphic ) - Master's Degree In 12 Months,560.24,3355,29,0.86438152,2.0,Facebook,Entrance Exam [ 31st Oct ],280.12,6.896551724137931
4/18/2024,USP Study Abroad_Generic_240224,USP_S6_SeattleU,11.69,1,1,100,1.0,Facebook,All India Counselling Look-a-like_290224,11.69,100.0
11/24/2023,USP Masterclass Cold [ 31st Oct ] - More Volume - No Logic,#6 ( Graphic ) - Master's Degree In 12 Months,449.52,1375,15,1.09090909,3.0,Facebook,Focusing On University [ 4th Nov ],149.84,20.0
11/24/2023,xCBO - USP Masterclass Cold [ 23rd Nov ] - More Volume - No Logic - India-  new link,#8 ( Graphic ) - Study In The USA,63.6,126,2,1.58730159,1.0,Facebook,Related To Study In US [ 23rd Nov ],63.6,50.0
4/2/2024,USP_MS + Coop Campaign_240224,USP_Drexel_EWYL_new-Webinar,1594.85,537,13,2.42085661,3.0,Facebook,MS + Coop All India Ad set - 240224,531.6166666666667,23.076923076923077
3/28/2024,USP Study Abroad_Generic_240224,USP_kavita&steffi_VideoAd6,2016.66,10904,57,0.52274395,7.0,Facebook,All India Counselling Look-a-like_290224,288.0942857142857,12.280701754385964
11/27/2023,USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic - India,#6 ( Graphic ) - Master's Degree In 12 Months,1473.24,5388,53,0.98366741,3.0,Facebook,Focusing On University [ 23rd Nov ],491.08,5.660377358490567
2/28/2024,USP_MS + Coop Campaign_240224,USP_RIT_1_Getpaid,2576.84,11285,62,0.54940186,6.0,Facebook,MS + Coop KA&TN Ad set - 240224,429.47333333333336,9.67741935483871
2/12/2024,USP_Program_More-Volume_No Logic_India_220124,USP_Influencer_videoAd3,85.1,285,4,1.40350877,2.0,Facebook,Entrance Exam_India,42.55,50.0
2/12/2024,USP_Program_More-Volume_No Logic_South-states_220124,USP_Influencer_videoAd4,110.17,667,9,1.34932534,1.0,Facebook,Related To Study In US_South-states,110.17,11.11111111111111
4/9/2024,USP_2_Lead-gen-2_Top4-states_050424,#6 ( Graphic ) - Master's Degree In 12 Months,4920.22,29151,137,0.46996672,9.0,Facebook,USP-2_KA_TN_050424,546.6911111111111,6.569343065693431
4/7/2024,USP Study Abroad_Generic_240224,#6 ( Graphic ) - Master's Degree In 12 Months,3334.66,14707,78,0.53035969,8.0,Facebook,All India focusing on Uni Ad Set_060324,416.8325,10.256410256410255
2/6/2024,USP_Program_Higher Intent_No Logic_South-states_220124,USP_Influencer_videoAd3,324.13,908,5,0.55066079,1.0,Facebook,Focusing On University_South-states,324.13,20.0
12/7/2023,xCBO - USP Masterclass Cold [ 7th Dec ] - Higher Intent - No Logic -  new link India,#8 ( Graphic ) - Study in The USA,90.38,304,3,0.98684211,1.0,Facebook,Related To Study In US [ 7th Dec ],90.38,33.33333333333333
2/8/2024,USP_Program_More-volume_With-Logic_India_220124,USP_Influencer_videoAd2,497.13,533,4,0.75046904,3.0,Facebook,Open Targeting - Advantage+ audience_India,165.71,75.0
1/27/2024,USP_Search_India-ex-APTNTSKA_250124,Not Defined,804.53,138,43,31.16%,18.0,Google,Dual Course Work,44.69611111111111,41.86046511627907
12/29/2023,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#4 ( Graphic ) - How To Get Admmission In Your Dream Universities In US,313.03,548,10,1.82481752,2.0,Facebook,Open Targeting - Advantage+ audience [ 31st Oct ],156.515,20.0
2/15/2024,USP_2_Lead-gen-1_220124,#8 ( Graphic ) - Study In The USA,15.79,75,2,2.66666667,1.0,Facebook,USP-2_Data_Job-title_India_exclude_KATNTSAP,15.79,50.0
11/27/2023,USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic - India,#6 ( Graphic ) - Master's Degree In 12 Months,1727.77,6995,135,1.92994996,7.0,Facebook,Open Targeting - Advantage+ audience [ 23rd Nov ],246.8242857142857,5.185185185185185
3/23/2024,USP Study Abroad_Generic_240224,USP_kavita&steffi_VideoAd6,2665.22,13917,51,0.36645829,4.0,Facebook,KA&TN Generic Leads Ad Set_240224,666.305,7.8431372549019605
11/26/2023,USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic - India,#6 ( Graphic ) - Master's Degree In 12 Months,1844.6,10534,51,0.48414657,1.0,Facebook,Entrance Exam [ 23rd Nov ],1844.6,1.9607843137254901
11/30/2023,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#5 ( Graphic ) - Get Master's Degree in Just 12 Months,129.47,282,3,1.06382979,1.0,Facebook,Focusing On University [ 4th Nov ],129.47,33.33333333333333
11/18/2023,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#2 ( Graphic ) - State University Of New York,286.52,930,6,0.64516129,1.0,Facebook,Related To Study In US [ 31st Oct ],286.52,16.666666666666664
4/7/2024,USP_Marketing+MBA_New Leads Campaign_240224,USP_kavita&steffi_VideoAd6,2607.09,14272,91,0.63761211,5.0,Facebook,Marketing+MBA AP&TS - 240224,521.418,5.4945054945054945
4/9/2024,USP_2_Lead-gen-2_Top4-states_050424,State University Of New York_New,67.61,30,6,20,2.0,Facebook,USP-2_KA_TN_050424,33.805,33.33333333333333
4/7/2024,USP_MS + Coop Campaign_240224,USP_Drexel_EWYL_new,179.58,275,6,2.18181818,1.0,Facebook,MS + Coop KA&TN Ad set - 240224,179.58,16.666666666666664
4/2/2024,US_Pathway_2_Lead_gen_3_241123,USP_Program_Linkedin_Static_C11_SB-3YWP,437.97,1875,9,0.48%,1.0,LinkedIn,Not Defined,437.97,11.11111111111111
4/2/2024,US_Pathway_2_Lead_gen_1_091123,USP_Program_Linkedin_Static_C19_Dual-Course-white,709.25,6398,43,0.67%,1.0,LinkedIn,Not Defined,709.25,2.3255813953488373
11/27/2023,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,#6 ( Graphic ) - Master's Degree In 12 Months,465.45,2359,18,0.76303518,2.0,Facebook,Related To Study In US [ 31st Oct ],232.725,11.11111111111111
11/27/2023,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#6 ( Graphic ) - Master's Degree In 12 Months,828.74,3907,21,0.5374968,3.0,Facebook,Focusing On University [ 4th Nov ],276.24666666666667,14.285714285714285
1/25/2024,US_Pathway_2_Lead_gen_3_241123,USP_Program_Linkedin_Static_C12_CW-3YWP,61.31,182,1,0.55%,1.0,LinkedIn,Not Defined,61.31,100.0
11/20/2023,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#2 ( Graphic ) - State University Of New York,450.19,712,15,2.10674157,3.0,Facebook,Open Targeting - Advantage+ audience [ 31st Oct ],150.06333333333333,20.0
3/16/2024,USP_Marketing+MBA_New Leads Campaign_240224,USP_shreya&steffi_VideoAd8,143.49,309,6,1.94174757,1.0,Facebook,Marketing+MBA KA&TN - 240224,143.49,16.666666666666664
3/16/2024,USP_Marketing+MBA_New Leads Campaign_240224,USP_kavita&steffi_VideoAd6,7940.38,64170,441,0.68723703,25.0,Facebook,Marketing+MBA All India - 240224,317.6152,5.6689342403628125
11/17/2023,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#2 ( Graphic ) - State University Of New York,299.89,514,1,0.19455253,1.0,Facebook,Focusing On University [ 4th Nov ],299.89,100.0
4/14/2024,USP_2_Lead-gen-2_Top4-states_050424,#8 ( Graphic ) - Study In The USA,187.9,386,3,0.77720207,1.0,Facebook,USP-2_AP_TS_050424,187.9,33.33333333333333
12/15/2023,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India  New Link,#6 ( Graphic ) - Master's Degree In 12 Months,278.41,2041,11,0.53895149,3.0,Facebook,Related To Study In US [ 23rd Nov ],92.80333333333334,27.27272727272727
3/31/2024,USP_Webinar_070324,USP_RG_webinar_V2,389.89,4606,25,0.5427703,2.0,Facebook,All India Study abroad Interest 070324,194.945,8.0
12/9/2023,USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic - India,#6 ( Graphic ) - Master's Degree In 12 Months,2222.28,9505,115,1.20988953,4.0,Facebook,Open Targeting - Advantage+ audience [ 23rd Nov ],555.57,3.4782608695652173
12/9/2023,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#1 ( Graphic ) - Want To Build Your Career In The US?,279.9,320,9,2.8125,1.0,Facebook,Open Targeting - Advantage+ audience [ 31st Oct ],279.9,11.11111111111111
2/21/2024,USP_Program_Higher Intent_No Logic_South-states_220124,#11 ( Graphic ) - Master's Degree In 12 Months_CWRU,830.94,3533,8,0.22643646,1.0,Facebook,Related To Study In US_South-states,830.94,12.5
12/27/2023,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#6 ( Graphic ) - Master's Degree In 12 Months,988.71,6250,34,0.544,6.0,Facebook,Entrance Exam [ 31st Oct ],164.785,17.647058823529413
12/7/2023,xCBO - USP Masterclass Cold [ 7th Dec ] - Higher Intent - No Logic -  new link India,#8 ( Graphic ) - Study In The USA,114.51,319,4,1.2539185,1.0,Facebook,Entrance Exam [ 7th Dec ],114.51,25.0
11/26/2023,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,#6 ( Graphic ) - Master's Degree In 12 Months,466.17,2598,17,0.6543495,2.0,Facebook,Related To Study In US [ 31st Oct ],233.085,11.76470588235294
11/29/2023,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,#6 ( Graphic ) - Master's Degree In 12 Months,760.1,3066,26,0.84801044,2.0,Facebook,Focusing On University [ 4th Nov ],380.05,7.6923076923076925
12/5/2023,USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic - India,#6 ( Graphic ) - Master's Degree In 12 Months,1946.77,6965,158,2.26848528,11.0,Facebook,Open Targeting - Advantage+ audience [ 23rd Nov ],176.9790909090909,6.962025316455696
