dates,campaign_name,creative_name,total_spent,impressions,clicks,click_through_rate,leads,platform,adset_name,cost_per_lead,conversion_rate
3/26/2024,USP_2_Lead-gen-1_220124,#16 ( Graphic ) - Dual coursework_Hands,283.62,61,2,3.27868852,1.0,Facebook,USP-2_Data_Job-title_India_exclude_KATNTSAP,283.62,50.0
4/13/2024,USP_MS + Coop Campaign_240224,USP_RIT_2_EWYL_INR,73.76,51,2,3.92156863,1.0,Facebook,MS + Coop KA&TN Ad set - 240224,73.76,50.0
1/1/2024,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#8 ( Graphic ) - Study In The USA,65.65,197,4,2.03045685,1.0,Facebook,Focusing On University [ 23rd Nov ],65.65,25.0
1/1/2024,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#2 ( Graphic ) - State University Of New York,164.55,413,16,3.87409201,2.0,Facebook,Open Targeting - Advantage+ audience [ 31st Oct ],82.275,12.5
1/1/2024,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#2 ( Graphic ) - State University Of New York,50.97,123,2,1.62601626,1.0,Facebook,Focusing On University [ 4th Nov ],50.97,50.0
3/12/2024,USP Study Abroad_Generic_240224,#6 ( Graphic ) - Master's Degree In 12 Months,2537.49,9635,33,0.3425013,4.0,Facebook,KA&TN Generic Leads Ad Set_240224,634.3725,12.121212121212121
1/1/2024,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#6 ( Graphic ) - Master's Degree In 12 Months,495.14,3880,17,0.43814433,2.0,Facebook,Related To Study In US [ 31st Oct ],247.57,11.76470588235294
1/1/2024,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,#6 ( Graphic ) - Master's Degree In 12 Months,1314.36,5478,82,1.49689668,9.0,Facebook,Open Targeting - Advantage+ audience [ 31st Oct ],146.04,10.975609756097562
3/21/2024,USP_Webinar_070324,USP_RG_webinar_V2,335.5,2153,11,0.510915,1.0,Facebook,All India Look-a-like of form fillers 180324,335.5,9.090909090909092
1/1/2024,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,#9 ( Graphic ) - Study In The US,33.06,69,2,2.89855072,1.0,Facebook,Open Targeting - Advantage+ audience [ 31st Oct ],33.06,50.0
1/1/2024,CBO - USP Masterclass Cold [ 15th Dec ] - Higher Intent - No Logic - India  new link,#6 ( Graphic ) - Master's Degree In 12 Months,1477.99,4785,142,2.96760711,16.0,Facebook,Open Targeting - Advantage+ audience [ 7th Dec ],92.374375,11.267605633802818
3/26/2024,USP_MS + Coop Campaign_240224,USP_Drexel_1_EWYL,1784.85,2315,23,0.99352052,4.0,Facebook,MS + Coop KA&TN Ad set - 240224,446.2125,17.391304347826086
12/4/2023,USP Masterclass Cold [ 31st Oct ] - More Volume - No Logic,#6 ( Graphic ) - Master's Degree In 12 Months,293.15,1607,17,1.05787181,3.0,Facebook,Related To Study In US [ 31st Oct ],97.71666666666665,17.647058823529413
4/15/2024,USP_MS + Coop Campaign_240224,USP_Drexel_EWYL_new-Webinar,1568.99,3159,23,0.72807851,1.0,Facebook,MS + Coop All India Ad set - 240224,1568.99,4.3478260869565215
1/25/2024,USP_Program_More-volume_With-Logic_India_220124,#6 ( Graphic ) - Master's Degree In 12 Months,306.82,1063,6,0.56444026,1.0,Facebook,Related To Study In US_India,306.82,16.666666666666664
1/25/2024,USP_Video_More_Volume_No Logic_India_New Link,USP_Influencer_videoAd1,852.38,1421,18,1.26671358,2.0,Facebook,Focusing On University,426.19,11.11111111111111
1/25/2024,USP_Video_More_Volume_No Logic_India_New Link,USP_Influencer_videoAd2,1785.4,12427,75,0.60352458,8.0,Facebook,Entrance Exam,223.175,10.666666666666668
1/25/2024,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India  New Link,#6 ( Graphic ) - Master's Degree In 12 Months,413.71,2040,12,0.58823529,1.0,Facebook,Focusing On University [ 23rd Nov ],413.71,8.333333333333332
1/25/2024,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India  New Link,#5 ( Graphic ) - Get Master's Degree in Just 12 Months,38.13,30,2,6.66666667,1.0,Facebook,Entrance Exam [ 23rd Nov ],38.13,50.0
1/25/2024,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India  New Link,#6 ( Graphic ) - Master's Degree In 12 Months,3066.55,24038,86,0.35776687,6.0,Facebook,Related To Study In US [ 23rd Nov ],511.0916666666667,6.976744186046512
3/30/2024,USP Study Abroad_Generic_240224,USP_S2_Faced-rejection,495.23,161,7,4.34782609,3.0,Facebook,All India Generic Leads Ad Set_240224,165.07666666666668,42.857142857142854
11/6/2023,USP Masterclass Cold [ 31st Oct ] - More Volume - No Logic,#2 ( Graphic ) - State University Of New York,337.46,751,10,1.33155792,1.0,Facebook,Focusing On University [ 4th Nov ],337.46,10.0
1/25/2024,USP_2_Lead-gen-1_220124,#4 ( Graphic ) - How To Get Admmission In Your Dream Universities In US,2364.75,301,8,2.65780731,15.0,Facebook,USP-2_Data_Job-title_India_exclude_KATNTSAP,157.65,187.5
1/25/2024,USP_2_Lead-gen-1_220124,#6 ( Graphic ) - Master's Degree In 12 Months,297.9,518,17,3.28185328,4.0,Facebook,USP-2_Data_Job-title_India_exclude_KATNTSAP,74.475,23.52941176470588
1/25/2024,USP_2_Lead-gen-1_220124,#7 ( Graphic ) - Get A Free Pass,177.32,154,6,3.8961039,2.0,Facebook,USP-2_Data_Job-title_India_exclude_KATNTSAP,88.66,33.33333333333333
1/25/2024,USP_2_Lead-gen-1_220124,#8 ( Graphic ) - Study In The USA,276.35,113,6,5.30973451,4.0,Facebook,USP-2_Data_Job-title_India_exclude_KATNTSAP,69.0875,66.66666666666666
1/25/2024,USP_2_Lead-gen-1_220124,#10 ( Graphic ) - Get Into Top US Universitie,668.42,201,1,0.49751244,2.0,Facebook,USP-2_Data_Job-title_KATNTSAP,334.21,200.0
3/14/2024,USP_Video_APTLTSKA_Lead-Gen_Custom-intent_050324,Steffi and Shreya,234.31,1405,34,2.42%,1.0,Google,Custom-Intent_Targeting,234.31,2.941176470588235
1/25/2024,USP_Program_Higher Intent_No Logic_South-states_220124,#16 ( Graphic ) - Dual coursework_Hands,37.89,106,4,3.77358491,1.0,Facebook,Entrance Exam_South-states,37.89,25.0
1/25/2024,USP_Program_Higher Intent_No Logic_South-states_220124,#12 ( Graphic ) - Master's Degree In 12 Months_Rutgers,423.17,1946,11,0.56526208,1.0,Facebook,Entrance Exam_South-states,423.17,9.090909090909092
3/27/2024,USP_Video_APTLTSKA_Lead-Gen_Keywords_050324,Steffi and Shreya,65.84,986,5,0.51%,2.0,Google,Keywords_Targeting,32.92,40.0
3/26/2024,USP_2_Lead-gen-1_220124,USP_S3_never-been-easier,178.9,7,2,28.57142857,1.0,Facebook,USP-2_Data_Job-title_KATNTSAP,178.9,50.0
1/25/2024,USP_COOP-Drexel_More_Volume_No Logic_India_240124,USP_Drexel_2_EM,119.89,91,3,3.2967033,1.0,Facebook,Related To Study In US,119.89,33.33333333333333
1/25/2024,USP_Program_Higher Intent_No Logic_India_220124,USP_Influencer_videoAd2,1149.01,7750,41,0.52903226,6.0,Facebook,Entrance Exam_India,191.50166666666667,14.634146341463413
1/25/2024,USP_Program_More-volume_With-Logic_India_220124,#11 ( Graphic ) - Master's Degree In 12 Months_CWRU,16.14,27,2,7.40740741,1.0,Facebook,Open Targeting - Advantage+ audience_India,16.14,50.0
1/25/2024,USP_Program_More-volume_With-Logic_India_220124,#13 ( Graphic ) - Master's Degree In 12 Months_Tulane,68.33,82,3,3.65853659,1.0,Facebook,Related To Study In US_India,68.33,33.33333333333333
1/25/2024,USP_Program_More-Volume_No Logic_India_220124,#13 ( Graphic ) - Master's Degree In 12 Months_Tulane,147.65,347,2,0.57636888,1.0,Facebook,Related To Study In US_India,147.65,50.0
1/25/2024,USP_Program_More-Volume_No Logic_India_220124,#12 ( Graphic ) - Master's Degree In 12 Months_Rutgers,244.28,718,4,0.55710306,1.0,Facebook,Related To Study In US_India,244.28,25.0
1/25/2024,USP_Program_More-Volume_No Logic_India_220124,#11 ( Graphic ) - Master's Degree In 12 Months_CWRU,149.13,546,3,0.54945055,1.0,Facebook,Related To Study In US_India,149.13,33.33333333333333
1/25/2024,USP_COOP-Drexel_More_Volume_No Logic_India_240124,USP_Drexel_1_EWYL,48.88,111,4,3.6036036,1.0,Facebook,Open Targeting - Advantage+ audience,48.88,25.0
1/25/2024,USP_Program_More-Volume_No Logic_India_220124,USP_Influencer_videoAd4,121.3,715,17,2.37762238,1.0,Facebook,Related To Study In US_India,121.3,5.88235294117647
3/30/2024,USP Study Abroad_Generic_240224,USP_S2_Faced-rejection,206.26,99,3,3.03030303,1.0,Facebook,AP&TS Generic Leads Ad Set_240224,206.26,33.33333333333333
1/25/2024,USP_Program_More-Volume_No Logic_India_220124,USP_Influencer_videoAd3,345.29,487,4,0.82135524,2.0,Facebook,Related To Study In US_India,172.645,50.0
1/25/2024,USP_Program_More-Volume_No Logic_India_220124,USP_Influencer_videoAd1,187.21,1188,17,1.43097643,1.0,Facebook,Related To Study In US_India,187.21,5.88235294117647
1/25/2024,USP_Program_More-Volume_No Logic_India_220124,USP_Influencer_videoAd4,570.61,385,7,1.81818182,3.0,Facebook,Entrance Exam_India,190.20333333333335,42.857142857142854
4/5/2024,USP_2_Lead-gen-2_Top4-states_050424,#6 ( Graphic ) - Master's Degree In 12 Months,1632.97,4427,23,0.51953919,5.0,Facebook,USP-2_AP_TS_050424,326.594,21.73913043478261
1/25/2024,USP_Program_More-Volume_No Logic_India_220124,USP_Influencer_videoAd2,1196.28,9726,44,0.45239564,2.0,Facebook,Entrance Exam_India,598.14,4.545454545454546
1/25/2024,USP_COOP-Drexel_More_Volume_No Logic_India_240124,USP_Drexel_2_EM,47.62,47,4,8.5106383,1.0,Facebook,Open Targeting - Advantage+ audience,47.62,25.0
1/25/2024,USP_COOP-Drexel_More_Volume_No Logic_India_240124,USP_Drexel_4_Repay,238.21,15,2,13.33333333,1.0,Facebook,Focusing On University,238.21,50.0
1/25/2024,USP_COOP-Drexel_More_Volume_No Logic_India_240124,USP_Drexel_4_Repay,209.86,143,5,3.4965035,1.0,Facebook,Related To Study In US,209.86,20.0
11/6/2023,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#2 ( Graphic ) - State University Of New York,298.86,629,14,2.22575517,2.0,Facebook,Focusing On University [ 4th Nov ],149.43,14.285714285714285
1/25/2024,USP_COOP-Drexel_More_Volume_No Logic_India_240124,USP_Drexel_6_MSCE_USD,162.42,53,3,5.66037736,1.0,Facebook,Open Targeting - Advantage+ audience,162.42,33.33333333333333
3/26/2024,USP_Video_APTLTSKA_Lead-Gen_Keywords_050324,RG Video,786.62,4579,82,1.79%,4.0,Google,Keywords_Targeting,196.655,4.878048780487805
1/25/2024,USP_COOP-Drexel_More_Volume_No Logic_India_240124,USP_Drexel_8_MSIOT_USD,556.3,165,7,4.24242424,3.0,Facebook,Related To Study In US,185.4333333333333,42.857142857142854
4/20/2024,USP Study Abroad_Generic_240224,USP_kavita&steffi_VideoAd6,465.04,2126,29,1.36406397,3.0,Facebook,All India Counselling Look-a-like_290224,155.01333333333335,10.344827586206897
12/4/2023,USP Masterclass Cold [ 31st Oct ] - More Volume - No Logic,#6 ( Graphic ) - Master's Degree In 12 Months,1032.07,5642,37,0.65579582,7.0,Facebook,Entrance Exam [ 31st Oct ],147.4385714285714,18.91891891891892
1/25/2024,USP_Program_Higher Intent_No Logic_South-states_220124,#12 ( Graphic ) - Master's Degree In 12 Months_Rutgers,266.56,505,8,1.58415842,1.0,Facebook,Focusing On University_South-states,266.56,12.5
11/6/2023,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#1 ( Graphic ) - Want To Build Your Career In The US?,39.37,35,4,11.42857143,1.0,Facebook,Focusing On University [ 4th Nov ],39.37,25.0
3/27/2024,US_Pathway_2_Lead_gen_1_091123,USP_Program_Linkedin_Static_C11_SB-3YWP,534.27,838,7,0.84%,1.0,LinkedIn,Not Defined,534.27,14.285714285714285
1/24/2024,USP_Program_Higher Intent_No Logic_India_220124,#3 ( Graphic ) - Worried About GMAT Score?,25.21,59,2,3.38983051,1.0,Facebook,Entrance Exam_India,25.21,50.0
3/30/2024,USP Study Abroad_Generic_240224,USP_S4_Do-you-have,311.85,6,2,33.33333333,1.0,Facebook,All India Counselling Look-a-like_290224,311.85,50.0
4/8/2024,USP_Webinar_070324,USP_RG_webinar_V1,2481.99,8111,42,0.51781531,5.0,Facebook,All India Look-a-like of form fillers 180324,496.39799999999997,11.904761904761903
3/26/2024,USP_Webinar_070324,USP_Webinar_MSunder12Months,2047.2,9005,44,0.48861743,5.0,Facebook,All India Look-a-like of form fillers 180324,409.44,11.363636363636363
3/26/2024,USP_Webinar_070324,USP_RG_webinar_V1,2264.7,16247,52,0.32005909,4.0,Facebook,All India Look-a-like of form fillers 180324,566.175,7.6923076923076925
1/25/2024,USP_COOP-Drexel_More_Volume_No Logic_India_240124,USP_Drexel_8_MSIOT_USD,335.19,120,7,5.83333333,2.0,Facebook,Entrance Exam,167.595,28.57142857142857
1/24/2024,USP_Program_Higher Intent_No Logic_South-states_220124,#6 ( Graphic ) - Master's Degree In 12 Months,869.63,6203,23,0.37078833,2.0,Facebook,Entrance Exam_South-states,434.815,8.695652173913043
1/24/2024,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India  New Link,#6 ( Graphic ) - Master's Degree In 12 Months,581.71,2783,16,0.57491915,4.0,Facebook,Focusing On University [ 23rd Nov ],145.4275,25.0
1/24/2024,USP_Video_More_Volume_No Logic_India_New Link,USP_Influencer_videoAd2,1517.01,9965,69,0.69242348,3.0,Facebook,Entrance Exam,505.67,4.3478260869565215
3/30/2024,USP Study Abroad_Generic_240224,USP_S2_Faced-rejection,92.04,88,3,3.40909091,1.0,Facebook,All India focusing on Uni Ad Set_060324,92.04,33.33333333333333
3/30/2024,USP_Marketing+MBA_New Leads Campaign_240224,USP_shreya&steffi_VideoAd8,301.28,1587,12,0.75614367,1.0,Facebook,Marketing+MBA All India - 240224,301.28,8.333333333333332
3/26/2024,USP_Webinar_070324,USP_RG_webinar_V2,139.81,2518,9,0.35742653,1.0,Facebook,All India Look-a-like of form fillers 180324,139.81,11.11111111111111
3/26/2024,USP_Webinar_070324,USP_RG_webinar_V3_Mayank,20.11,196,2,1.02040816,1.0,Facebook,All India Look-a-like of form fillers 180324,20.11,50.0
1/24/2024,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India  New Link,#6 ( Graphic ) - Master's Degree In 12 Months,2782.38,21783,123,0.56466052,14.0,Facebook,Related To Study In US [ 23rd Nov ],198.74142857142857,11.38211382113821
1/24/2024,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,#6 ( Graphic ) - Master's Degree In 12 Months,5925.41,17755,200,1.12644326,12.0,Facebook,Open Targeting - Advantage+ audience [ 31st Oct ],493.78416666666664,6.0
1/24/2024,USP_Video_More_Volume_No Logic_India_New Link,USP_Influencer_videoAd2,1520.0,10675,53,0.49648712,7.0,Facebook,Related To Study In US,217.14285714285714,13.20754716981132
1/24/2024,USP_Program_More-Volume_No Logic_South-states_220124,#6 ( Graphic ) - Master's Degree In 12 Months,553.57,3618,23,0.63571034,2.0,Facebook,Related To Study In US_South-states,276.785,8.695652173913043
1/24/2024,USP_Program_More-Volume_No Logic_South-states_220124,#10 ( Graphic ) - Get Into Top US Universitie,163.21,503,2,0.39761431,1.0,Facebook,Entrance Exam_South States,163.21,50.0
4/21/2024,USP Study Abroad_Generic_240224,USP_S14_Akron_13L,693.96,135,20,14.81481481,6.0,Facebook,All India Counselling Look-a-like_290224,115.66000000000001,30.0
4/15/2024,USP Study Abroad_Generic_240224,USP_Webinar_without_GMAT/GRE,53.34,87,2,2.29885057,1.0,Facebook,All India Generic Leads Ad Set_240224,53.34,50.0
4/15/2024,USP_MS + Coop Campaign_240224,USP_Drexel_EM_new-Webinar,3232.83,11700,54,0.46153846,3.0,Facebook,MS + Coop All India Ad set - 240224,1077.61,5.555555555555555
3/26/2024,USP_Webinar_070324,USP_RG_webinar_V4_Namita,1166.31,6830,30,0.43923865,4.0,Facebook,All India test aud Webinar_200324,291.5775,13.333333333333334
1/24/2024,USP_2_Lead-gen-1_220124,#10 ( Graphic ) - Get Into Top US Universitie,66.52,27,1,3.7037037,1.0,Facebook,USP-2_Data_Job-title_India_exclude_KATNTSAP,66.52,100.0
1/24/2024,USP_2_Lead-gen-1_220124,#7 ( Graphic ) - Get A Free Pass,1371.14,1073,9,0.8387698,4.0,Facebook,USP-2_Data_Job-title_KATNTSAP,342.785,44.44444444444444
1/24/2024,USP_2_Lead-gen-1_220124,#6 ( Graphic ) - Master's Degree In 12 Months,1545.88,3281,33,1.00579092,6.0,Facebook,USP-2_Data_Job-title_KATNTSAP,257.6466666666667,18.181818181818183
1/24/2024,USP_Program_More-Volume_No Logic_India_220124,USP_Influencer_videoAd2,671.15,4213,23,0.54592927,4.0,Facebook,Related To Study In US_India,167.7875,17.391304347826086
3/30/2024,USP_Marketing+MBA_New Leads Campaign_240224,USP_kavita&steffi_VideoAd6,4322.27,40338,139,0.34458823,2.0,Facebook,Marketing+MBA KA&TN - 240224,2161.135,1.4388489208633095
3/26/2024,USP_Webinar_070324,USP_Webinar_MSunder12Months,531.86,2260,21,0.92920354,1.0,Facebook,All India test aud Webinar_200324,531.86,4.761904761904762
1/24/2024,USP_Program_More-Volume_No Logic_India_220124,USP_Influencer_videoAd2,1110.17,7136,26,0.36434978,2.0,Facebook,Entrance Exam_India,555.085,7.6923076923076925
1/24/2024,USP_Program_More-Volume_No Logic_India_220124,USP_Influencer_videoAd3,158.86,904,9,0.99557522,2.0,Facebook,Related To Study In US_India,79.43,22.22222222222222
1/24/2024,USP_Program_More-Volume_No Logic_South-states_220124,USP_Influencer_videoAd2,867.03,5824,16,0.27472527,2.0,Facebook,Entrance Exam_South States,433.515,12.5
4/5/2024,US_Pathway_2_Lead_gen_3_241123,USP_Program_Linkedin_Static_C12_CW-3YWP,625.06,2823,15,0.53%,1.0,LinkedIn,Not Defined,625.06,6.666666666666667
4/2/2024,USP Study Abroad_Generic_240224,USP_S14_Akron_13L,223.8,56,5,8.92857143,2.0,Facebook,All India Counselling Look-a-like_290224,111.9,40.0
3/16/2024,USP Study Abroad_Generic_240224,#6 ( Graphic ) - Master's Degree In 12 Months,2323.87,8509,42,0.49359502,2.0,Facebook,All India focusing on Uni Ad Set_060324,1161.935,4.761904761904762
3/30/2024,USP_Marketing+MBA_New Leads Campaign_240224,USP_kavita&steffi_VideoAd6,3200.7,36216,126,0.34791252,1.0,Facebook,Marketing+MBA AP&TS - 240224,3200.7,0.7936507936507936
3/16/2024,USP_Video_APTLTSKA_Lead-Gen_Websites_050324,RG Video,388.33,1928,46,2.39%,1.0,Google,YT_Channels_URL_targeting,388.33,2.1739130434782608
3/16/2024,USP_Video_APTLTSKA_Lead-Gen_Custom-intent_050324,Steffi and Shreya,118.27,528,15,2.84%,1.0,Google,Custom-Intent_Targeting,118.27,6.666666666666667
3/30/2024,USP_Marketing+MBA_New Leads Campaign_240224,USP_kavita&steffi_VideoAd6,7124.4,135302,581,0.42940976,20.0,Facebook,Marketing+MBA All India - 240224,356.21999999999997,3.4423407917383817
11/6/2023,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,#2 ( Graphic ) - State University Of New York,333.98,740,10,1.35135135,1.0,Facebook,Related To Study In US [ 31st Oct ],333.98,10.0
3/30/2024,USP_Webinar_070324,USP_RG_webinar_V1,2267.24,9214,46,0.49924029,7.0,Facebook,All India Look-a-like of form fillers 180324,323.89142857142855,15.217391304347828
4/19/2024,USP Study Abroad_Generic_240224,USP_RG_VideoAd5,134.39,460,3,0.65217391,1.0,Facebook,All India focusing on Uni Ad Set_060324,134.39,33.33333333333333
4/16/2024,USP_Search_APTNTSKA_250124,Not Defined,252.96,241,19,7.88%,1.0,Google,GMAT/GRE,252.96,5.263157894736842
4/21/2024,USP_2_Lead-gen-2_Top4-states_050424,#6 ( Graphic ) - Master's Degree In 12 Months,1754.23,8672,42,0.48431734,5.0,Facebook,USP-2_AP_TS_050424,350.846,11.904761904761903
1/23/2024,USP_Program_More-volume_With-Logic_South-states_220124,USP_Influencer_videoAd2,150.27,942,8,0.8492569,1.0,Facebook,Open Targeting - Advantage+ audience_South-states,150.27,12.5
4/4/2024,USP_Webinar2_270324,USP_Webinar_without_GMAT/GRE,3020.84,30532,87,0.28494694,10.0,Facebook,All India Webinar_270324,302.084,11.494252873563218
1/23/2024,USP_Program_More-volume_With-Logic_India_220124,#6 ( Graphic ) - Master's Degree In 12 Months,309.13,921,7,0.76004343,1.0,Facebook,Related To Study In US_India,309.13,14.285714285714285
12/4/2023,USP Masterclass Cold [ 31st Oct ] - More volume - With Logic,#2 ( Graphic ) - State University Of New York,102.69,174,6,3.44827586,1.0,Facebook,Open Targeting - Advantage+ audience [ 31st Oct ],102.69,16.666666666666664
4/2/2024,USP Study Abroad_Generic_240224,USP_S7_Stony,37.91,29,2,6.89655172,1.0,Facebook,All India Generic Leads Ad Set_240224,37.91,50.0
3/30/2024,USP Study Abroad_Generic_240224,USP_kavita&steffi_VideoAd6,2514.33,24682,157,0.63609108,7.0,Facebook,All India focusing on Uni Ad Set_060324,359.19,4.45859872611465
1/22/2024,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#9 ( Graphic ) - Study in The USA,186.75,305,4,1.31147541,1.0,Facebook,Related To Study In US [ 23rd Nov ],186.75,25.0
3/21/2024,USP_Webinar_070324,USP_Shreya_webinar_V1,256.8,353,2,0.56657224,1.0,Facebook,All India Study abroad Interest 070324,256.8,50.0
1/22/2024,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#9 ( Graphic ) - Study In The US,166.33,503,3,0.59642147,1.0,Facebook,Focusing On University [ 4th Nov ],166.33,33.33333333333333
3/26/2024,USP_MS + Coop Campaign_240224,USP_Drexel_EWYL_new,406.13,6,2,33.33333333,1.0,Facebook,MS + Coop KA&TN Ad set - 240224,406.13,50.0
1/22/2024,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#6 ( Graphic ) - Master's Degree In 12 Months,328.66,1933,10,0.51733057,1.0,Facebook,Related To Study In US [ 31st Oct ],328.66,10.0
1/22/2024,USP_Video_More_Volume_No Logic_India_New Link,USP_Influencer_videoAd2,390.22,3198,23,0.7191995,5.0,Facebook,Entrance Exam,78.04400000000001,21.73913043478261
1/22/2024,USP_Video_More_Volume_No Logic_India_New Link,USP_Influencer_videoAd2,376.84,2772,24,0.86580087,6.0,Facebook,Related To Study In US,62.806666666666665,25.0
1/22/2024,USP_Video_More_Volume_No Logic_India_New Link,USP_Influencer_videoAd2,444.17,2692,49,1.82020802,4.0,Facebook,Open Targeting - Advantage+ audience,111.0425,8.16326530612245
3/29/2024,USP_Marketing+MBA_New Leads Campaign_240224,USP_kavita&steffi_VideoAd6,8620.07,177086,676,0.38173543,33.0,Facebook,Marketing+MBA All India - 240224,261.2142424242424,4.881656804733728
3/29/2024,USP Study Abroad_Generic_240224,USP_RG_VideoAd5,288.89,1832,8,0.43668122,3.0,Facebook,All India focusing on Uni Ad Set_060324,96.29666666666667,37.5
1/22/2024,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,#5 ( Graphic ) - Get Master's Degree in Just 12 Months,64.74,53,3,5.66037736,1.0,Facebook,Open Targeting - Advantage+ audience [ 31st Oct ],64.74,33.33333333333333
1/22/2024,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India  New Link,#6 ( Graphic ) - Master's Degree In 12 Months,627.58,6516,35,0.53713935,5.0,Facebook,Related To Study In US [ 23rd Nov ],125.516,14.285714285714285
3/29/2024,USP Study Abroad_Generic_240224,USP_kavita&steffi_VideoAd6,3162.51,32746,150,0.45807121,5.0,Facebook,All India focusing on Uni Ad Set_060324,632.5020000000001,3.3333333333333335
1/20/2024,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#6 ( Graphic ) - Master's Degree In 12 Months,482.76,2170,21,0.96774194,2.0,Facebook,Open Targeting - Advantage+ audience [ 23rd Nov ],241.38,9.523809523809524
1/20/2024,CBO - USP Masterclass Cold [ 23rd Nov ] - Higher Intent - No Logic new-  India,#8 ( Graphic ) - Study in The USA,69.92,359,4,1.11420613,1.0,Facebook,Related To Study In US [ 23rd Nov ],69.92,25.0
3/29/2024,USP Study Abroad_Generic_240224,#8 ( Graphic ) - Study In The USA,866.26,3191,24,0.75211532,3.0,Facebook,All India focusing on Uni Ad Set_060324,288.75333333333333,12.5
1/20/2024,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#6 ( Graphic ) - Master's Degree In 12 Months,697.34,4502,20,0.444247,1.0,Facebook,Entrance Exam [ 31st Oct ],697.34,5.0
1/20/2024,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#5 ( Graphic ) - Get Master's Degree in Just 12 Months,149.39,232,6,2.5862069,1.0,Facebook,Open Targeting - Advantage+ audience [ 31st Oct ],149.39,16.666666666666664
1/20/2024,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#8 ( Graphic ) - Study In The USA,36.18,136,4,2.94117647,1.0,Facebook,Open Targeting - Advantage+ audience [ 31st Oct ],36.18,25.0
4/19/2024,USP Study Abroad_Generic_240224,USP_kavita&steffi_VideoAd6,584.29,3046,35,1.14904793,4.0,Facebook,All India Counselling Look-a-like_290224,146.0725,11.428571428571429
4/21/2024,USP_MS + Coop Campaign_240224,USP_Drexel_EWYL_new-Webinar,2120.47,4931,30,0.60839586,1.0,Facebook,MS + Coop All India Ad set - 240224,2120.47,3.3333333333333335
1/20/2024,USP Masterclass Cold [ 31st Oct ] - Higher Intent - No Logic,#2 ( Graphic ) - State University Of New York,333.62,487,4,0.82135524,1.0,Facebook,Open Targeting - Advantage+ audience [ 31st Oct ],333.62,25.0
4/4/2024,USP_Webinar2_270324,USP_RG_webinar_V4_Namita,2164.55,10800,41,0.37962963,4.0,Facebook,All India Webinar_270324,541.1375,9.75609756097561
1/20/2024,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India  New Link,#6 ( Graphic ) - Master's Degree In 12 Months,239.28,1484,10,0.67385445,2.0,Facebook,Focusing On University [ 23rd Nov ],119.64,20.0
1/20/2024,CBO - USP Masterclass Cold [ 15th Dec ] - More Volume - No Logic - India  New Link,#6 ( Graphic ) - Master's Degree In 12 Months,1149.22,10670,35,0.32802249,5.0,Facebook,Related To Study In US [ 23rd Nov ],229.844,14.285714285714285
1/20/2024,USP_Video_More_Volume_No Logic_India_New Link,USP_Influencer_videoAd2,656.94,4704,19,0.40391156,4.0,Facebook,Entrance Exam,164.235,21.052631578947366
1/20/2024,USP_Video_More_Volume_No Logic_India_New Link,USP_Influencer_videoAd2,673.03,4839,30,0.6199628,8.0,Facebook,Related To Study In US,84.12875,26.666666666666668
1/20/2024,USP_Video_More_Volume_No Logic_India_New Link,USP_Influencer_videoAd2,708.67,3941,79,2.00456737,19.0,Facebook,Open Targeting - Advantage+ audience,37.298421052631575,24.050632911392405
1/20/2024,CBO - USP Masterclass Cold [ 23rd Nov ] - More volume - With Logic,#6 ( Graphic ) - Master's Degree In 12 Months,2236.08,7729,78,1.00918618,7.0,Facebook,Open Targeting - Advantage+ audience [ 31st Oct ],319.44,8.974358974358974
